,textID,selected_text,text,sentiment
791,7993d38b85, will know what you be a lot of night neutral , ha lemme know what you find tho i suspect it will be a lot of complaints have a peaceful night my friend,difficulttweet
792,42caab438e,seeing you neutral ,seeing shane dawson videos,difficulttweet
793,b5e7df1efe,sad  negative , sad face ,difficulttweet
794,017a0bbb36,friday but at negative neutral ,aaaaahhhh friday but funeral at 5,difficulttweet
795,12cfea907c,misses  neutral ,already misses ,difficulttweet
796,43449f0068,thanks positive , laura lp ok thanks for the help i hope they respond to me sooner or later then thanks ,difficulttweet
797,795556dc39, out of a few on with two the to get instead love neutral , out of commish for a few days in atl with fam just saw the updates to the net website looks awesome ,difficulttweet
798,38e8111514,awww that sucks negative , awww that sucks also when i finish uni you should totally have a mini housewarming yes work it around my schedule lol ,difficulttweet
799,18ee9d146c,so with my mom  ,at famous dave s with my mom so hungry ,difficulttweet
800,f5e9c0eef2,good luck positive , i would vote for you miley but i live in ireland you ll be fine good luck slï¿½n bye in irish sorcha xxxx,difficulttweet
801,434e673353,home from the got out with rain office i neutral ,home for the nite sleeping on the pull out bed with maggie wishing it was durden i got to find a apt,difficulttweet
802,8b8932427d,coming positive ,oh summer begins yay the fighting crying and stress has started with the kids it s only been 3 hrs since they got out ,difficulttweet
803,c5f383c0a0,i so feel like more  neutral ,i feel so deflated no more doggy ,difficulttweet
804,103459e206,cute positive , sad about young love coming to an end they were sooo cute together ,difficulttweet
805,8def10379e,omg i really , omg really i sowwy i ll do it again p i was tired when i did that this morning p lol ,difficulttweet
806,74af7e0835,sorry negative ,owww back pain hm walmart or no i could get cupcakes ,difficulttweet
807,bb53ba1a89, negative , i can t believe that you guys are gonna stay just one day here in rio de janeiro again,difficulttweet
808,11c5c7850b,making his favorite s game cuz he wants to leave 3 day neutral ,making my boyfriend look different he s cute no matter what 3,difficulttweet
809,455ef3e9b6, lol thx neutral , lol thx,difficulttweet
810,d761530c7f,is working until tomorrow tonight  neutral ,is working until 11 tonight ,difficulttweet
811,ed1e06027c, well there go my neutral , well there go my peace corps prospects ,difficulttweet
812,47b4e91e39,heading negative ,rmbr the time when we torned for the night in sentosa i was the only one who didnt have to spit out the 3 unknown facts abt myself,difficulttweet
813,0b39781a5a, all safe and i have fun as the night you neutral , good idea i ll have to remove all the old receipts tissue paper and other nonsense before i can take a pic,difficulttweet
814,8fbd0b19e6,will be neutral ,whatever will be will be,difficulttweet
815,8429087609,good night all positive ,wango tango good night all,difficulttweet
816,7900f25fbc, i m , i m not in the best financial situation myself at the moment i m beyond broke my money is spend as soon as i earn it atm,difficulttweet
817,312868ebb2, j you can go and to the neutral , hello you you should totally go to the biggest shopping center in europe and we can go shopping together ,difficulttweet
818,5f2c04acd4,little for a neutral ,fixing openbox theme a little,difficulttweet
819,55b8e44c02,anyone needs my desk 1 s for like some neutral ,selling my laptop for cheap if anyone s interested 17 toshiba 1 3gig ram,difficulttweet
820,106aa6d022,life is not good negative ,if recent experience is anything to go by i fear i might be going off indian food this is not good people not good,difficulttweet
821,4975dbda48,i , i wish i wasn t all bummed but i kinda am,difficulttweet
822,a3145ba47e, please you your neutral , hey mitchel when will you be live again i didn t get a chance to call you,difficulttweet
823,7e19629684,out of the sunshine my office days neutral ,looking at the sunshine out of my office window,difficulttweet
824,3495e809b3,is trying done negative ,back is sore should not have done that jump last night,difficulttweet
825,a1b67a24aa, we are working neutral , we are working,difficulttweet
826,a0b1828b67,fab  positive , brides a la mode pow wow first thing this morning this past weekend s lovely wedding fresh in my mind pics soon ,difficulttweet
827,311985067b, positive ,just got my paycheck april bonus can b deposited 2day the rest gotta wait til mon ,difficulttweet
828,c392253b42, we need to put a just it neutral ,nope no way in to stop just have to put up wiv it,difficulttweet
829,62f3e63c1a,i dont with your the me to ever  neutral ,i recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad trust me ,difficulttweet
830,2942ed51f6,too much a neutral , not so much a substitute as a variation ate too much too oof,difficulttweet
831,03798acf38,beautiful  ,such beautiful weather why are u sick baby tanapolis,difficulttweet
832,fd1ebb37c3, into you can neutral , oui mademoiselle you can barely turn around these days without bumping into one ,difficulttweet
833,478a005e7c,welcome to way looks making a  from neutral ,flickr pics chester zoo danwtmoon posted a photo welcome to chester zoo by jockey ,difficulttweet
834,9608ece440,awww and hubby to us i havent still like when they have neutral ,woke up and watched jon and kate plus eight i tried to pretend like they were still a normail family,difficulttweet
835,e6b24b7014, your neutral , your e a freak,difficulttweet
836,105b761a2c, i dont know ready for you now and gonna neutral , i dont even know now lenaaa when you going clothes show ,difficulttweet
837,cca7cce9c8, yay , jane yay buti nagustuhan nyo isang bar lang enclosed ko sa mail to test if matutunaw or hindi next time uli ,difficulttweet
838,d0b2e14355, neutral ,memories,difficulttweet
839,f27f60c847, yep nothing about to neutral , yep nothing to worry about ,difficulttweet
840,5380d2b0e5,back to work that ,back to work tomorrow whose idea was it to go back on a saturday oh wait that would be mine fail ,difficulttweet
841,38148a3e98, to do start like or bank neutral , going to start very small like 0 10 or 0 50 then slowly to higher stakes,difficulttweet
842,b29ea1892f, a make neutral , make a videoblog ,difficulttweet
843,7dd51bdec1,wants  positive ,reading evermore by lynn viehl ,difficulttweet
844,409767144d,wow positive ,wow what a storm we just had now no power,difficulttweet
845,c627db4613,getting positive ,getting my phone back this week yeeeewww,difficulttweet
846,9fc2217d38,gonna see you b amazing it again was though neutral ,back from school daily show was amazing gonna watch it again later i think xd,difficulttweet
847,d14b33ede0, good positive , breez yer please do have a good day ,difficulttweet
848,e7ed611f06, lol , musicmonday epic song y lights and sounds by yellowcard ,difficulttweet
849,a61d4c6048, coffee with neutral , hot cuppa coffee made with milk fortified with monin s irish coffee syrup bliss ,difficulttweet
850,74b427ffa8,i m ,right im out of here peeps i hope fixes twitter mobile so i can tweet from the race m twitter has been down for 4 days fail,difficulttweet
851,c7568067cd,stopped positive ,my anticipated meet up with tapan parikh is no more apparently he wont pass by nairobi and will head straight from mombasa,difficulttweet
852,8a6cdf6832,cry negative ,watching army wives and it always makes me cry,difficulttweet
853,f4d1a681af,1 day neutral ,productive day 1,difficulttweet
854,f81d71d2c2,in negative ,rest in peace adam 12 glenn epps gone but never forgotten what a week loud in da air 4 ya,difficulttweet
855,029a603b00,love positive , gotta love the summer,difficulttweet
856,e6826a5aa5,i so far away s out in a sunday and my legs neutral ,marking going ok so far a s and b s so far relieved it looks like i have future programmers in class,difficulttweet
857,1e41208494, positive , alas no it s just a normal night monday is quiz night,difficulttweet
858,23f4fd4385,looks of you get to up a few house neutral ,did anyone go photographing today i managed to get a few macro shots of some flowers that were blooming,difficulttweet
859,aa17c6f797, sounds like interesting , buckley good morning from sunny london sounds like an oxymoron but happens to be true of today hurrah ,difficulttweet
860,136b1926c9,fantastic  positive , cool that d be fantastic ,difficulttweet
861,6f381bb00f,on live come  neutral ,live on stickam com itstyleryo come chat ,difficulttweet
862,c0d5be8bd4, is but the u neutral , but is right this is like the cape breton coal mines but no lessons learned ,difficulttweet
863,e09b90939a,poor negative , yes but i m quite rusty i m hoping to get back to it and tune up my skills tim plays guitar we threaten duets ,difficulttweet
864,ec835dc0b0,hey positive this is from show the just you to before  neutral ,hey everybody hah this day is cool just got back from walk with the dog omgosh send me the link again please ,difficulttweet
865,eaf90c4253,hurt im not now done and great my life or sleep neutral , srry im not so interesting right now stayed up til 6am cause my tummy hurt and now im pooped and have to work,difficulttweet
866,41a96b7954, not enough might have no money for me neutral , me because i might not have enough money for college ,difficulttweet
867,e5a26fb323,its a that not of neutral ,lol woow okay its not that big of a deal,difficulttweet
868,4e5d66beb2,i love my bed ,i love how when i leave my laptop on my bed it creates a nice toasty spot,difficulttweet
